run_id,item_rows,dims,rescans,lists,probes,samples,backend_pid,rss_start_kb,rss_peak_kb,rss_end_kb,rss_delta_kb,query_exit_code,plan_uses_ivfflat,observed_index_loops,external_setup,setup_port
ivfflat_rescan_patched_smoke_dn,1000,128,1000,20,1,37,27899,8424,12904,12904,4480,0,true,1000,true,22201
