run_id,item_rows,dims,rescans,lists,probes,samples,backend_pid,rss_start_kb,rss_peak_kb,rss_end_kb,rss_delta_kb,query_exit_code,plan_uses_ivfflat,observed_index_loops,external_setup,setup_port
no_value_cleanup_r10000_rep3,1000,128,10000,20,1,39,2071,8428,27196,18464,10036,0,true,10000,true,22201
