51,3725
51,47186
51,398
51,46191
51,86504
51,50458
51,24037
51,14889
51,24422
51,77139
52,8932
52,24808
52,82065
52,92181
52,55322
52,30387
52,40527
52,29255
52,31816
52,79439
53,92219
53,48732
53,60416
53,79888
53,73578
53,65755
53,3824
53,15308
53,61454
53,53953
54,49695
54,18908
54,77091
54,52983
54,46423
54,6410
54,40980
54,97708
54,64618
54,95727
55,53109
55,42902
55,27414
55,55420
55,61877
55,96154
55,41112
55,40394
55,48247
55,79771
56,72478
56,23037
56,77508
56,74960
56,97326
56,75068
56,58092
56,59605
56,68338
56,42563
57,5665
57,65939
57,42078
57,18151
57,24423
57,35805
57,44022
57,23291
57,9709
57,42050
58,74016
58,72499
58,98697
58,52901
58,99118
58,83189
58,98474
58,53384
58,67386
58,74317
59,19419
59,65082
59,56505
59,67730
59,84709
59,1858
59,8753
59,65274
59,235
59,64314
60,24507
60,8376
60,438
60,95506
60,44364
60,73248
60,75215
60,50732
60,96674
60,9373
61,81538
61,2297
61,65921
61,93528
61,73571
61,43114
61,47214
61,92252
61,45936
61,23175
62,42003
62,32818
62,18402
62,59649
62,78309
62,15379
62,28434
62,57679
62,10604
62,45566
63,66558
63,6011
63,68298
63,73964
63,41716
63,91196
63,33931
63,37998
63,29543
63,85643
64,42741
64,3894
64,19846
64,91801
64,57141
64,4046
64,34585
64,8567
64,17469
64,75711
65,51481
65,4114
65,94548
65,96418
65,62724
65,5711
65,98022
65,62732
65,69263
65,76118
66,44575
66,85288
66,30487
66,95934
66,48491
66,49452
66,55059
66,6011
66,49850
66,98829
67,4255
67,81728
67,55449
67,79466
67,89031
67,53368
67,40604
67,5467
67,98218
67,16990
68,79928
68,13702
68,41592
68,55940
68,57639
68,67158
68,60575
68,64528
68,23387
68,48498
69,88960
69,77893
69,72347
69,18333
69,88964
69,69726
69,90468
69,94141
69,50805
69,61746
70,29081
70,61537
70,61971
70,35482
70,8684
70,44292
70,42273
70,83085
70,73042
70,76665
71,47117
71,6515
71,86069
71,52983
71,54681
71,69653
71,12727
71,71223
71,55774
71,59369
72,15321
72,76743
72,87965
72,31252
72,27647
72,85120
72,86321
72,82291
72,54154
72,17221
73,87965
73,87651
73,78063
73,56928
73,93672
73,36081
73,61699
73,40361
73,7423
73,42003
74,33331
74,80111
74,34084
74,51970
74,29917
74,93521
74,48219
74,17259
74,29871
74,15577
75,21414
75,9047
75,40684
75,41568
75,2726
75,65397
75,96852
75,38497
75,37079
75,58287
76,99928
76,51751
76,53031
76,59939
76,60614
76,21281
76,13911
76,22597
76,82674
76,86615
77,38472
77,82153
77,40053
77,52637
77,20284
77,41795
77,18050
77,95802
77,22489
77,25646
78,73708
78,88464
78,6410
78,41827
78,17993
78,41051
78,48922
78,89590
78,88415
78,82683
79,74592
79,84611
79,10230
79,75847
79,83104
79,23279
79,35315
79,91518
79,95936
79,74272
80,96481
80,85488
80,49174
80,78472
80,72402
80,93359
80,45595
80,95297
80,95345
80,48327
81,32965
81,6011
81,70551
81,62153
81,47015
81,49215
81,18717
81,37533
81,6401
81,87713
82,66953
82,98737
82,55838
82,64721
82,30345
82,81742
82,21969
82,88952
82,81091
82,27165
83,35582
83,71679
83,5675
83,14726
83,42138
83,94687
83,7065
83,46716
83,37264
83,58444
84,75238
84,65688
84,51841
84,60793
84,6702
84,27669
84,12516
84,28644
84,75407
84,97410
85,82603
85,155
85,41442
85,46392
85,58811
85,37596
85,57104
85,59789
85,99187
85,73692
86,46405
86,25919
86,41246
86,52527
86,20555
86,80677
86,98199
86,64718
86,75505
86,60663
87,26830
87,84160
87,17945
87,84365
87,12340
87,46022
