run_id,item_rows,dims,rescans,lists,probes,samples,backend_pid,rss_start_kb,rss_peak_kb,rss_end_kb,rss_delta_kb,query_exit_code,plan_uses_ivfflat,observed_index_loops,external_setup,setup_port
full_patch_r50000_rep2,1000,128,50000,20,1,77,7004,8428,41752,41752,33324,0,true,50000,true,22201
